"Activity" "Subject" "Body_Acceleration_Mean_X" "Body_Acceleration_Mean_Y" "Body_Acceleration_Mean_Z" "Body_Acceleration_StD_X" "Body_Acceleration_StD_Y" "Body_Acceleration_StD_Z" "Gravity_Acceleration_Mean_X" "Gravity_Acceleration_Mean_Y" "Gravity_Acceleration_Mean_Z" "Gravity_Acceleration_StD_X" "Gravity_Acceleration_StD_Y" "Gravity_Acceleration_StD_Z" "Body_Acceleration_Jerk_Mean_X" "Body_Acceleration_Jerk_Mean_Y" "Body_Acceleration_Jerk_Mean_Z" "Body_Acceleration_Jerk_StD_X" "Body_Acceleration_Jerk_StD_Y" "Body_Acceleration_Jerk_StD_Z" "Body_Gyroscope_Mean_X" "Body_Gyroscope_Mean_Y" "Body_Gyroscope_Mean_Z" "Body_Gyroscope_StD_X" "Body_Gyroscope_StD_Y" "Body_Gyroscope_StD_Z" "Body_Gyroscope_Jerk_Mean_X" "Body_Gyroscope_Jerk_Mean_Y" "Body_Gyroscope_Jerk_Mean_Z" "Body_Gyroscope_Jerk_StD_X" "Body_Gyroscope_Jerk_StD_Y" "Body_Gyroscope_Jerk_StD_Z" "Body_Acceleration_Magnitude_Mean" "Body_Acceleration_Magnitude_StD" "Gravity_Acceleration_Magnitude_Mean" "Gravity_Acceleration_Magnitude_StD" "Body_Acceleration_Jerk_Magnitude_Mean" "Body_Acceleration_Jerk_Magnitude_StD" "Body_Gyroscope_Magnitude_Mean" "Body_Gyroscope_Magnitude_StD" "Body_Gyroscope_Jerk_Magnitude_Mean" "Body_Gyroscope_Jerk_Magnitude_StD" "FFT_Body_Acceleration_Mean_X" "FFT_Body_Acceleration_Mean_Y" "FFT_Body_Acceleration_Mean_Z" "FFT_Body_Acceleration_StD_X" "FFT_Body_Acceleration_StD_Y" "FFT_Body_Acceleration_StD_Z" "FFT_Body_Acceleration_Jerk_Mean_X" "FFT_Body_Acceleration_Jerk_Mean_Y" "FFT_Body_Acceleration_Jerk_Mean_Z" "FFT_Body_Acceleration_Jerk_StD_X" "FFT_Body_Acceleration_Jerk_StD_Y" "FFT_Body_Acceleration_Jerk_StD_Z" "FFT_Body_Gyroscope_Mean_X" "FFT_Body_Gyroscope_Mean_Y" "FFT_Body_Gyroscope_Mean_Z" "FFT_Body_Gyroscope_StD_X" "FFT_Body_Gyroscope_StD_Y" "FFT_Body_Gyroscope_StD_Z" "FFT_Body_Acceleration_Magnitude_Mean" "FFT_Body_Acceleration_Magnitude_StD" "FFT_Body_Acceleration_Jerk_Magnitude_Mean" "FFT_Body_Acceleration_Jerk_Magnitude_StD" "FFT_Body_Gyroscope_Magnitude_Mean" "FFT_Body_Gyroscope_Magnitude_StD" "FFT_Body_Gyroscope_Jerk_Magnitude_Mean" "FFT_Body_Gyroscope_Jerk_Magnitude_StD"
"SITTING" 14 2.79990577037037e-01 -8.70565463888889e-03 -1.00401490425926e-01 -9.76302248148148e-01 -9.14935703907407e-01 -9.22774835740741e-01 9.39038759814815e-01 -3.64533962277778e-02 -9.45970534814815e-02 -9.76280399444444e-01 -9.5032266362963e-01 -9.38415738148148e-01 7.41878844074074e-02 -4.36185985848148e-03 -1.05744513096296e-02 -9.80890655185185e-01 -9.67828356296296e-01 -9.76133383518519e-01 -4.40403326851852e-02 -7.13478280925926e-02 9.28523607037037e-02 -9.80829981481481e-01 -9.62048191666667e-01 -9.52904383518518e-01 -9.21614578888889e-02 -4.34577295055556e-02 -5.20121608148148e-02 -9.90284240185185e-01 -9.86911323888889e-01 -9.82819138888889e-01 -9.44197943703704e-01 -9.2549582962963e-01 -9.44197943703704e-01 -9.2549582962963e-01 -9.76521006111111e-01 -9.73343388888889e-01 -9.42756369259259e-01 -9.47081158333333e-01 -9.88317606666667e-01 -9.86963989814815e-01 -9.76456609259259e-01 -9.32644766111111e-01 -9.44126078888889e-01 -9.76303056851852e-01 -9.11591208203704e-01 -9.17678155296296e-01 -9.81566649444444e-01 -9.68951769814815e-01 -9.7275196962963e-01 -9.81920831111111e-01 -9.68943674259259e-01 -9.78180020925926e-01 -9.78577117592593e-01 -9.69806729814815e-01 -9.57020858888889e-01 -9.81573087222222e-01 -9.58227403148148e-01 -9.56028807962963e-01 -9.40589853333333e-01 -9.29193937222222e-01 -9.72985342962963e-01 -9.72959409444444e-01 -9.63320540555556e-01 -9.46517963703704e-01 -9.87324239259259e-01 -9.87065177777778e-01
"SITTING" 15 2.7290337979661e-01 -1.17188472271186e-02 -1.1366125320339e-01 -9.87084356101695e-01 -9.22407162881356e-01 -9.49338025084746e-01 8.9036426220339e-01 2.10849305016949e-01 2.81565980440678e-03 -9.82620883728814e-01 -9.43561411694915e-01 -9.52973658983051e-01 7.84792788644068e-02 -8.98437589491525e-03 -2.37207545345763e-03 -9.88162333898305e-01 -9.78126998813559e-01 -9.87011024745763e-01 -3.77111130338983e-02 -8.03428762830509e-02 9.51978083898305e-02 -9.88204115254237e-01 -9.75321519491525e-01 -9.63765802881356e-01 -9.53649067966102e-02 -3.96068774557627e-02 -5.24148341983051e-02 -9.92889042711864e-01 -9.90313307966102e-01 -9.87937202542373e-01 -9.58669836271186e-01 -9.3797790559322e-01 -9.58669836271186e-01 -9.3797790559322e-01 -9.86107839152542e-01 -9.84639018474576e-01 -9.57331628305085e-01 -9.63475074915254e-01 -9.92188893898305e-01 -9.89720049491525e-01 -9.86619609491525e-01 -9.38926430779661e-01 -9.63227004915254e-01 -9.87384778983051e-01 -9.19162700338983e-01 -9.45704713050847e-01 -9.88106102033898e-01 -9.78159013220339e-01 -9.84908418474576e-01 -9.89314359661017e-01 -9.79713045932203e-01 -9.87694113559322e-01 -9.86152580338983e-01 -9.79201724745763e-01 -9.66731518305085e-01 -9.88881930508475e-01 -9.73456092372881e-01 -9.66228648305085e-01 -9.49752001322034e-01 -9.41195938135593e-01 -9.84689437118644e-01 -9.83276251694915e-01 -9.73762179830509e-01 -9.63378228474576e-01 -9.90180959322034e-01 -9.89503941694915e-01
"SITTING" 16 2.80768574492754e-01 -1.02497939956522e-02 -8.91404038405797e-02 -9.86825605362319e-01 -9.51607872463768e-01 -9.39672247101449e-01 9.42457377971014e-01 -8.6588253942029e-02 8.92682200463768e-02 -9.80158243333333e-01 -9.68023206956522e-01 -9.45813561478261e-01 7.34346720289855e-02 9.85642890855072e-03 -1.15030575052174e-02 -9.90861134782609e-01 -9.81800970724638e-01 -9.83487212898551e-01 -4.12014042275362e-02 -5.74525433043478e-02 7.95736310463768e-02 -9.81037373333333e-01 -9.58336595507246e-01 -9.60287831304348e-01 -9.57204520289855e-02 -4.50369280637681e-02 -5.88371273536232e-02 -9.8958327942029e-01 -9.90621793333333e-01 -9.88364321449275e-01 -9.61879680724638e-01 -9.41051236086957e-01 -9.61879680724638e-01 -9.41051236086957e-01 -9.87472699130435e-01 -9.83615334057971e-01 -9.46417382463768e-01 -9.37942404637681e-01 -9.92444606231884e-01 -9.88261252608696e-01 -9.87043828985507e-01 -9.61456685507246e-01 -9.59552230434783e-01 -9.86892418405797e-01 -9.49829260434783e-01 -9.34652146521739e-01 -9.90964251304348e-01 -9.81752167391304e-01 -9.81178036811594e-01 -9.91567867681159e-01 -9.83230774492754e-01 -9.84362469130435e-01 -9.78632856956522e-01 -9.6679600173913e-01 -9.60058264057971e-01 -9.82057861449275e-01 -9.54343752463768e-01 -9.64270052318841e-01 -9.58335480724638e-01 -9.42588250115942e-01 -9.83968635942029e-01 -9.82190554782609e-01 -9.54060994347826e-01 -9.38863215072464e-01 -9.89363136376812e-01 -9.87506348985507e-01
"SITTING" 17 2.773570196875e-01 -1.4156274084375e-02 -1.1362408509375e-01 -9.944439053125e-01 -9.6185862984375e-01 -9.6572919578125e-01 9.4488374765625e-01 -2.814673171875e-03 -1.35803881679687e-01 -9.9019661703125e-01 -9.667201059375e-01 -9.566106440625e-01 7.5070986171875e-02 5.6097104915625e-03 -1.5544841534375e-03 -9.9434060296875e-01 -9.8863700234375e-01 -9.90529261875e-01 -4.2549159015625e-02 -6.69245931234375e-02 8.60053803375e-02 -9.8963832578125e-01 -9.8612868078125e-01 -9.797052259375e-01 -9.4247696875e-02 -4.11134199378125e-02 -5.1090324421875e-02 -9.952559371875e-01 -9.949818809375e-01 -9.938412575e-01 -9.7274734640625e-01 -9.6506519109375e-01 -9.7274734640625e-01 -9.6506519109375e-01 -9.9281471515625e-01 -9.9144649921875e-01 -9.67177744375e-01 -9.7541025484375e-01 -9.96334795e-01 -9.94446755625e-01 -9.939693815625e-01 -9.6992798921875e-01 -9.7484160453125e-01 -9.9465731359375e-01 -9.59789141875e-01 -9.6292107328125e-01 -9.9454262109375e-01 -9.883274196875e-01 -9.888280653125e-01 -9.946131621875e-01 -9.8991581109375e-01 -9.9081824828125e-01 -9.8841106765625e-01 -9.8879397953125e-01 -9.8161709828125e-01 -9.9004126046875e-01 -9.84813098125e-01 -9.809696453125e-01 -9.73626755e-01 -9.653996796875e-01 -9.9142725046875e-01 -9.9031962640625e-01 -9.8336929234375e-01 -9.7471085296875e-01 -9.95204564375e-01 -9.9362452375e-01
"SITTING" 18 2.7727001877193e-01 -1.28691279736842e-02 -1.11904775824561e-01 -9.94347988596491e-01 -9.74928131052632e-01 -9.77572717017544e-01 9.09816469298246e-01 1.2988647622807e-01 1.61877417894737e-01 -9.94043771403509e-01 -9.84035479473684e-01 -9.78340183157895e-01 7.6622889e-02 6.94560289491228e-03 2.78757042058246e-03 -9.91624662105263e-01 -9.84002717017544e-01 -9.90153121754386e-01 -3.33057034385965e-02 -6.85796341105263e-02 8.48140511754386e-02 -9.91956958947368e-01 -9.86753343859649e-01 -9.81525495438596e-01 -9.54723233684211e-02 -3.97125591491228e-02 -5.23030404789474e-02 -9.94170190701754e-01 -9.94224162105263e-01 -9.92814325087719e-01 -9.83674151754386e-01 -9.81595285964912e-01 -9.83674151754386e-01 -9.81595285964912e-01 -9.89869574561404e-01 -9.91159350526316e-01 -9.77634992105263e-01 -9.81372675614035e-01 -9.94873439824561e-01 -9.94868913508772e-01 -9.93144920175439e-01 -9.76538530350877e-01 -9.82996441403509e-01 -9.94906565789474e-01 -9.74980068596491e-01 -9.75722121403509e-01 -9.91924709824561e-01 -9.83642391578947e-01 -9.88689671578947e-01 -9.92039060701754e-01 -9.85694744385965e-01 -9.90141676315789e-01 -9.89961500350877e-01 -9.88702701403509e-01 -9.83027386491228e-01 -9.92575399473684e-01 -9.85710087894737e-01 -9.8279727631579e-01 -9.84781467192982e-01 -9.82226151578947e-01 -9.90407075964912e-01 -9.91044297894737e-01 -9.86535242105263e-01 -9.81252632807018e-01 -9.9480818754386e-01 -9.94967621754386e-01
"SITTING" 19 2.73830316164384e-01 -1.6739260030137e-02 -1.0870765430137e-01 -9.76357663013699e-01 -9.50388943972603e-01 -9.51929615068493e-01 5.81371509041096e-01 3.60343534657534e-01 4.89126594657534e-01 -9.69355010136986e-01 -9.6996981369863e-01 -9.60394960821918e-01 7.53747129191781e-02 1.37921005843836e-02 1.73106800213699e-03 -9.87043285479452e-01 -9.79267729041096e-01 -9.86704740273973e-01 -2.14151280054795e-02 -5.20207886438356e-02 9.68980718168493e-02 -9.84625306849315e-01 -9.59758309589041e-01 -9.6559497630137e-01 -1.00986131452055e-01 -4.25170215068493e-02 -5.90801684246575e-02 -9.88464752739726e-01 -9.87465915068493e-01 -9.8531069e-01 -9.62074065616438e-01 -9.51755657260274e-01 -9.62074065616438e-01 -9.51755657260274e-01 -9.86423976027397e-01 -9.84205184931507e-01 -9.42229043835616e-01 -9.50491807945205e-01 -9.89450316575342e-01 -9.85831284657534e-01 -9.79238031780822e-01 -9.60763181917808e-01 -9.6633509109589e-01 -9.75204245342466e-01 -9.48053070136986e-01 -9.47514931780822e-01 -9.86775590136986e-01 -9.79141571643836e-01 -9.8398048e-01 -9.88576991369863e-01 -9.80999857671233e-01 -9.88151915753425e-01 -9.81743664931507e-01 -9.68188675753425e-01 -9.68235777945205e-01 -9.85576048219178e-01 -9.55598610136986e-01 -9.67869249178082e-01 -9.62632577945206e-01 -9.52802277671233e-01 -9.83751646712329e-01 -9.83687272739726e-01 -9.64238768493151e-01 -9.50484417260274e-01 -9.86727418493151e-01 -9.85416444657534e-01
"SITTING" 20 2.78045439090909e-01 -1.47229305131818e-02 -1.08369634515152e-01 -9.83081858939394e-01 -9.3612270469697e-01 -9.29106396818182e-01 9.24454522424242e-01 7.33385412878788e-02 1.51679135228788e-01 -9.85829034393939e-01 -9.66983534242424e-01 -9.35854966151515e-01 7.46568393030303e-02 5.97430268636364e-03 1.60134859924242e-03 -9.82078229242424e-01 -9.70896863484848e-01 -9.76522488787879e-01 -3.6405928969697e-02 -6.50689347121212e-02 6.42882138333333e-02 -9.76309017121212e-01 -9.60104508636364e-01 -9.45771803484848e-01 -9.59970816060606e-02 -4.07299244348485e-02 -4.65835149090909e-02 -9.77414910909091e-01 -9.79684097272727e-01 -9.79742084090909e-01 -9.52738043030303e-01 -9.37764028181818e-01 -9.52738043030303e-01 -9.37764028181818e-01 -9.78774578333333e-01 -9.72537871515151e-01 -9.39574435606061e-01 -9.41069909848485e-01 -9.83010276060606e-01 -9.7507615e-01 -9.81203064242424e-01 -9.45198619242424e-01 -9.47597457121212e-01 -9.8397837530303e-01 -9.35031700454545e-01 -9.24947175454545e-01 -9.82243603030303e-01 -9.71158287575758e-01 -9.73211461363636e-01 -9.83565760757576e-01 -9.72776577272727e-01 -9.78458923030303e-01 -9.69913284393939e-01 -9.64643068787879e-01 -9.50963363939394e-01 -9.78433538484848e-01 -9.58015696363636e-01 -9.49176822121212e-01 -9.46913451666667e-01 -9.42151231515152e-01 -9.71730462575758e-01 -9.72597744242424e-01 -9.53399068181818e-01 -9.43725755909091e-01 -9.76108353787879e-01 -9.75226588333333e-01
"SITTING" 21 2.77539616823529e-01 -1.44009705494118e-02 -1.12057887741176e-01 -9.91777287176471e-01 -9.66877560941176e-01 -9.59567861764706e-01 9.40031368e-01 2.15206708823529e-02 -5.67766060705882e-02 -9.92936404470588e-01 -9.79355363176471e-01 -9.65426493882353e-01 7.57109789882353e-02 1.21020139594259e-02 -1.75352166235294e-04 -9.89439392235294e-01 -9.79002804823529e-01 -9.85823622941176e-01 -1.98712820612471e-02 -6.53077503317647e-02 8.31326042823529e-02 -9.88410501294118e-01 -9.76380487294118e-01 -9.76972658588235e-01 -1.01114775129412e-01 -3.91483428502824e-02 -5.26409877294118e-02 -9.89472968470588e-01 -9.89722663529412e-01 -9.87954515294118e-01 -9.74734999411765e-01 -9.71994251294118e-01 -9.74734999411765e-01 -9.71994251294118e-01 -9.85947225176471e-01 -9.86520865058824e-01 -9.64971113764706e-01 -9.71225061647059e-01 -9.90307349882353e-01 -9.90302232705882e-01 -9.90610228e-01 -9.68060947058824e-01 -9.70859342941176e-01 -9.92375229411765e-01 -9.6756129e-01 -9.56412505058824e-01 -9.89759187058823e-01 -9.79180438588235e-01 -9.83434322941176e-01 -9.90027822470588e-01 -9.80347168823529e-01 -9.86845672352941e-01 -9.84893559764706e-01 -9.79830938e-01 -9.76839728941176e-01 -9.8955931e-01 -9.74723217647059e-01 -9.79130678470588e-01 -9.74829227058824e-01 -9.74447593176471e-01 -9.85342358705882e-01 -9.86991549529412e-01 -9.77839702352941e-01 -9.72027251294118e-01 -9.90014272588235e-01 -9.91062204823529e-01
"SITTING" 22 2.73583822709677e-01 -1.23468446419355e-02 -1.05827369516129e-01 -9.78466823709677e-01 -9.28059133795645e-01 -9.17564853870968e-01 8.39305928709677e-01 2.08553884e-01 3.15551492322581e-01 -9.72009988709677e-01 -9.54225015274194e-01 -9.27950649854839e-01 8.07687311935484e-02 -8.42715149193548e-04 -1.26852481958065e-02 -9.81664149193548e-01 -9.64782832419355e-01 -9.78928356290323e-01 -3.60430675032258e-02 -7.93617444354839e-02 8.04426775241936e-02 -9.81099172419355e-01 -9.50173478548387e-01 -9.46501417741936e-01 -9.86493161935484e-02 -4.23409822741935e-02 -5.17193986693548e-02 -9.85671250322581e-01 -9.80275619354839e-01 -9.7954410516129e-01 -9.42167353870968e-01 -9.24336184035484e-01 -9.42167353870968e-01 -9.24336184035484e-01 -9.79303714032258e-01 -9.68576776774194e-01 -9.42077432741935e-01 -9.33268487096774e-01 -9.8547603483871e-01 -9.76503766290323e-01 -9.78505368225806e-01 -9.39546007903226e-01 -9.46635312419355e-01 -9.7862319016129e-01 -9.26995253483871e-01 -9.09344305645161e-01 -9.80944505967742e-01 -9.63129472580645e-01 -9.75330718709677e-01 -9.84299609032258e-01 -9.69776055483871e-01 -9.81272224354839e-01 -9.77266731129032e-01 -9.59161754193548e-01 -9.48367052258065e-01 -9.82373346290323e-01 -9.46107943548387e-01 -9.51045695483871e-01 -9.43078237096774e-01 -9.26798029822581e-01 -9.68908297096774e-01 -9.67026275967742e-01 -9.51952767258065e-01 -9.3356300983871e-01 -9.77775448387097e-01 -9.76318114516129e-01
"SITTING" 23 2.73351251617647e-01 -1.33945015676471e-02 -1.03808679294118e-01 -9.87607636617647e-01 -9.34933559264706e-01 -9.05584390323529e-01 9.36509242941176e-01 1.217510625e-01 6.30111556279412e-02 -9.84536722205882e-01 -9.60917426323529e-01 -9.23953600294118e-01 7.70022352205882e-02 1.01351394211029e-02 -1.48823351367647e-03 -9.84561803823529e-01 -9.78045837794118e-01 -9.75978995e-01 -4.72583464367647e-02 -6.84325551029412e-02 6.45673209117647e-02 -9.80363734264706e-01 -9.48109526029412e-01 -9.597186325e-01 -9.67422192647059e-02 -4.34602554691176e-02 -4.85561086867647e-02 -9.87084633970588e-01 -9.80727445294118e-01 -9.88130142058824e-01 -9.44080772941176e-01 -9.24963263235294e-01 -9.44080772941176e-01 -9.24963263235294e-01 -9.82375503382353e-01 -9.73668776323529e-01 -9.36593426911765e-01 -9.37006097352941e-01 -9.86514066029412e-01 -9.79226997941177e-01 -9.86325670882353e-01 -9.53460406470588e-01 -9.42031166764706e-01 -9.88345258235294e-01 -9.30781487205882e-01 -8.96125263911765e-01 -9.84550863529412e-01 -9.78136218235294e-01 -9.72656226029412e-01 -9.86019630441176e-01 -9.79564696911765e-01 -9.77936447205882e-01 -9.77149986617647e-01 -9.57920288823529e-01 -9.65428833529412e-01 -9.81523241176471e-01 -9.43733421029412e-01 -9.61914054264706e-01 -9.45837830147059e-01 -9.27090118382353e-01 -9.74121466764706e-01 -9.72117016617647e-01 -9.52293277205882e-01 -9.38680776617647e-01 -9.80707211470588e-01 -9.78499038088235e-01
"SITTING" 24 2.73475690147059e-01 -1.31255097938235e-02 -1.03041061426471e-01 -9.90593766617647e-01 -9.56255962058824e-01 -9.57056111470588e-01 9.19637604411765e-01 1.82254651955882e-01 1.09559621020588e-01 -9.89660149852941e-01 -9.71692544705882e-01 -9.63406795735294e-01 7.63318528529412e-02 4.76702575745588e-03 -1.13300171426471e-03 -9.88564382205882e-01 -9.79573678088235e-01 -9.84662946764706e-01 -3.56229619955882e-02 -7.50132697044118e-02 8.00440230882353e-02 -9.88111648676471e-01 -9.77954005147059e-01 -9.71277654117647e-01 -9.51782658382353e-02 -4.0616936e-02 -5.1596655125e-02 -9.91442007794118e-01 -9.89780810588235e-01 -9.89850160294118e-01 -9.68979156470588e-01 -9.63779683235294e-01 -9.68979156470588e-01 -9.63779683235294e-01 -9.85555822352941e-01 -9.85418456176471e-01 -9.64633252352941e-01 -9.69257162647059e-01 -9.91306424705882e-01 -9.90724530735294e-01 -9.89529506764706e-01 -9.62773200147059e-01 -9.66991781176471e-01 -9.91100005441176e-01 -9.54998005147059e-01 -9.54402697794118e-01 -9.88857403235294e-01 -9.79228238382353e-01 -9.81971300147059e-01 -9.892888075e-01 -9.81550132794118e-01 -9.86008449264706e-01 -9.85676523823529e-01 -9.81200181176471e-01 -9.74686891029412e-01 -9.88891551764706e-01 -9.76252427794118e-01 -9.72851787647059e-01 -9.68905031470588e-01 -9.65852262058824e-01 -9.84469962941177e-01 -9.8561372e-01 -9.77973720735294e-01 -9.69105899117647e-01 -9.90854751176471e-01 -9.90933058235294e-01
"SITTING" 25 2.78541482461538e-01 -1.47696808030769e-02 -1.09160440476923e-01 -9.91892828615385e-01 -9.47457617061538e-01 -9.65139552153846e-01 8.65686078153846e-01 2.08287142261538e-01 1.67140956385077e-01 -9.88879980615385e-01 -9.63415016923077e-01 -9.69459982461538e-01 7.52087009912308e-02 4.85415893230769e-03 2.10760835861538e-03 -9.92278621692308e-01 -9.82870991692308e-01 -9.88433153384615e-01 -3.52052091230769e-02 -7.48002714615385e-02 8.52783892769231e-02 -9.89907584153846e-01 -9.81193501846154e-01 -9.72637558615385e-01 -9.54801379692308e-02 -3.91651423907692e-02 -4.95595643230769e-02 -9.92304653846154e-01 -9.91315767692308e-01 -9.91491387846154e-01 -9.70409337076923e-01 -9.60003414461538e-01 -9.70409337076923e-01 -9.60003414461538e-01 -9.89545142461538e-01 -9.88311804923077e-01 -9.66568718615385e-01 -9.70639125692308e-01 -9.9286465e-01 -9.91766403076923e-01 -9.91405498153846e-01 -9.59117259384615e-01 -9.74776131230769e-01 -9.92124279384615e-01 -9.44842993230769e-01 -9.62090614615385e-01 -9.92478846153846e-01 -9.82957002923077e-01 -9.86326396461538e-01 -9.92750109846154e-01 -9.84068025384615e-01 -9.89156105538462e-01 -9.88002552461538e-01 -9.83827801076923e-01 -9.75805890153846e-01 -9.90550003076923e-01 -9.79828883230769e-01 -9.74172870615385e-01 -9.67017992615385e-01 -9.61997268307692e-01 -9.87941825538462e-01 -9.87618801076923e-01 -9.79350913692308e-01 -9.70321897230769e-01 -9.91781701692308e-01 -9.92019559538462e-01
"SITTING" 26 2.58243530166667e-01 -7.13364541358974e-03 -9.74448692333333e-02 -9.79768987948718e-01 -9.4079896551282e-01 -9.50004414102564e-01 7.82955611794872e-01 2.23105562025641e-01 3.14387627435897e-01 -9.65082925641026e-01 -9.49286700807692e-01 -9.44580863846154e-01 7.64443226333333e-02 6.92238958961538e-03 -7.80237981320513e-03 -9.9225839525641e-01 -9.86215215641026e-01 -9.9000871051282e-01 -3.70217449628205e-02 -8.40648503320513e-02 7.11109471666667e-02 -9.91027700512821e-01 -9.73444813846154e-01 -9.66441338076923e-01 -9.5984817e-02 -4.03070205666667e-02 -4.87627204433077e-02 -9.95882512051282e-01 -9.93139833846154e-01 -9.91929788974359e-01 -9.53079994102564e-01 -9.33602783410256e-01 -9.53079994102564e-01 -9.33602783410256e-01 -9.90898435769231e-01 -9.89986111666667e-01 -9.54052945897436e-01 -9.64742022307692e-01 -9.94466446282051e-01 -9.94033207051282e-01 -9.82579546025641e-01 -9.54299410641026e-01 -9.67519149358974e-01 -9.78755176794872e-01 -9.37783538974359e-01 -9.4478134025641e-01 -9.92025427435897e-01 -9.85862886410256e-01 -9.87989982948718e-01 -9.9329986051282e-01 -9.87754588717949e-01 -9.90693114358974e-01 -9.90144882307692e-01 -9.81740793333333e-01 -9.70423693717949e-01 -9.91318436410256e-01 -9.69488188974359e-01 -9.68266666923077e-01 -9.52411043717949e-01 -9.34587699141026e-01 -9.89481942820513e-01 -9.89521272820513e-01 -9.7646387e-01 -9.63650652307692e-01 -9.93985447564103e-01 -9.9420976974359e-01
"SITTING" 27 2.73941302571429e-01 -1.55269799285714e-02 -1.05521912588571e-01 -9.88580107714286e-01 -9.71579125714286e-01 -9.65858735142857e-01 8.39464714e-01 2.12947021371429e-01 2.76417431042857e-01 -9.82445738e-01 -9.82553336571429e-01 -9.67268066e-01 7.79038963571429e-02 4.670724222e-03 -6.11285425957143e-03 -9.90658097857143e-01 -9.85097470714286e-01 -9.88904001571429e-01 -3.71830822285714e-02 -7.97345645214286e-02 8.33752812157143e-02 -9.88492425142857e-01 -9.82067465142857e-01 -9.75713310142857e-01 -9.51635808e-02 -3.96410809285714e-02 -5.03883556285714e-02 -9.93640318285714e-01 -9.92226442142857e-01 -9.91766787571429e-01 -9.79481668857143e-01 -9.69526674714286e-01 -9.79481668857143e-01 -9.69526674714286e-01 -9.89467178285714e-01 -9.89200539571429e-01 -9.63565474e-01 -9.70782132714286e-01 -9.94034710714286e-01 -9.92112829571429e-01 -9.88682108428571e-01 -9.74057855571429e-01 -9.74665817e-01 -9.88659196428571e-01 -9.71266062714286e-01 -9.63220672571429e-01 -9.90839607428571e-01 -9.85238583714286e-01 -9.87087721142857e-01 -9.91292270714286e-01 -9.86083114e-01 -9.89282516857143e-01 -9.87207904714286e-01 -9.84141119142857e-01 -9.76848134285714e-01 -9.88984618428571e-01 -9.81037690285714e-01 -9.77595519142857e-01 -9.74766466714286e-01 -9.70885296857143e-01 -9.88773269428571e-01 -9.88531651142857e-01 -9.79482820857143e-01 -9.70528266285714e-01 -9.92390264285714e-01 -9.91967776285714e-01
"SITTING" 28 2.76977629444444e-01 -1.85404441258333e-02 -1.11517939555556e-01 -9.83272806805556e-01 -9.39905244861111e-01 -9.36667245694444e-01 9.07331309166667e-01 -1.12596728361111e-01 1.35402566816667e-01 -9.89132499583333e-01 -9.71766352361111e-01 -9.56087679583333e-01 7.68671621527778e-02 1.48338232684722e-02 2.57854017638888e-04 -9.76286679444444e-01 -9.62219452777778e-01 -9.76327426666667e-01 -3.39018030166667e-02 -6.73943850555556e-02 8.7025401375e-02 -9.79671983472222e-01 -9.56316505972222e-01 -9.566328025e-01 -9.53935055833333e-02 -4.08007786402778e-02 -5.79015362166667e-02 -9.82155662638889e-01 -9.80713868611111e-01 -9.71001691388889e-01 -9.55789708611111e-01 -9.47782703333333e-01 -9.55789708611111e-01 -9.47782703333333e-01 -9.73274366805556e-01 -9.70301646111111e-01 -9.55175567083333e-01 -9.51065984027778e-01 -9.81213159305556e-01 -9.78441918333333e-01 -9.79820142638889e-01 -9.46351650416667e-01 -9.52226786666667e-01 -9.84956708611111e-01 -9.39885478333333e-01 -9.330454775e-01 -9.76891804583333e-01 -9.63054247083333e-01 -9.72939551944444e-01 -9.77786782222222e-01 -9.6399042625e-01 -9.78327769444444e-01 -9.73724326388889e-01 -9.63117633611111e-01 -9.54180279027778e-01 -9.8161514125e-01 -9.53207017222222e-01 -9.61561036111111e-01 -9.53928124027778e-01 -9.52281424444444e-01 -9.69178686666667e-01 -9.70823336388889e-01 -9.60297525e-01 -9.53534292638889e-01 -9.79465868888889e-01 -9.7839537e-01
"SITTING" 29 2.771799775e-01 -1.6630680375e-02 -1.104118192e-01 -9.907450195e-01 -9.63222497833333e-01 -9.68063878166667e-01 8.91563755166667e-01 1.556594569e-01 2.86256063666667e-01 -9.84679151833333e-01 -9.73604289833333e-01 -9.66032045333333e-01 7.45438102516667e-02 5.98531404666667e-03 3.167700952e-03 -9.93525560333333e-01 -9.840551e-01 -9.90168733e-01 -3.79271112333333e-02 -7.55797672133333e-02 5.80495969166667e-02 -9.90178704833333e-01 -9.88334019666667e-01 -9.71227991666667e-01 -9.53636995833333e-02 -4.0001843485e-02 -4.7000897695e-02 -9.933220295e-01 -9.95319164666667e-01 -9.928337675e-01 -9.78017021833333e-01 -9.692903165e-01 -9.78017021833333e-01 -9.692903165e-01 -9.90719807666667e-01 -9.90531729333333e-01 -9.62377332166667e-01 -9.71578024666667e-01 -9.95392308166667e-01 -9.94905344e-01 -9.91093963666667e-01 -9.69609501666667e-01 -9.75623030833333e-01 -9.90617521e-01 -9.61693949333333e-01 -9.65800974333333e-01 -9.93445760166667e-01 -9.83883193e-01 -9.88470241e-01 -9.942201755e-01 -9.85493318833333e-01 -9.90445861666667e-01 -9.88393569e-01 -9.90329245333333e-01 -9.739335945e-01 -9.90727755166667e-01 -9.87259808666667e-01 -9.72912517166667e-01 -9.73346531833333e-01 -9.71218019833333e-01 -9.90093703833333e-01 -9.89822909333333e-01 -9.80269425833333e-01 -9.71011373e-01 -9.95063049e-01 -9.94742028e-01
